Month,Link ID,Short_url (Nexi dùng dẫn link) ,Link source 1 (Dùng để học thêm thông tin),Link source 2 (Dùng để học thêm thông tin),Title,Description,content_summary,category
,LNK_062,https://amzn.to/3LcaqgE,https://sell.amazon.vn/tin-tuc/xac-minh-danh-tinh-truc-tuyen?ld=SOVNSOAFACEBOOK_AHC-VIV_NULL_FP-Post_Guide_2025-12-22,,Tài liệu Tiếng Việt hướng dẫn Xác minh danh tính trực tuyến (Virtual Identity Verification - VIV) ,Hoàn tất VIV theo hướng dẫn để duy trì môi trường kinh doanh an toàn và đáng tin cậy cho khách hàng và nhà bán hàng trên Amazon,"Tài liệu Tiếng Việt hướng dẫn Xác minh danh tính trực tuyến (Virtual Identity Verification - VIV), gồm thông tin Tổng quan về quy trình Xác minh Danh Tính Trực tuyến, Các lưu ý quan trọng khi tham gia Xác minh Danh Tính Trực tuyến, Câu hỏi thường gặp",verification proccess
,LNK_063,https://amzn.to/3NrFRV4,https://sell.amazon.vn/blog/danh-cho-nguoi-moi/huong-dan-dat-ten-thuong-hieu?ld=SOVNSOAFACEBOOK_BRD-NameGenTool_NULL_FP-Post_NULL_2026-01-20,,Công cụ Amazon AI Brand Name Generator,Tham khảo hướng dẫn từng bước để tạo tên thương hiệu thu hút khách hàng với sức mạnh của AI.,Tham khảo hướng dẫn từng bước để tạo tên thương hiệu thu hút khách hàng với sức mạnh của AI.,tools
,LNK_064,https://amzn.to/4s7sFDL,https://sell.amazon.vn/khuyen-mai-tuy-chinh-theo-thuong-hieu,,Chương Trình Khuyến Mãi Tùy Chỉnh Theo Thương Hiệu,Công cụ quảng cáo của Amazon giúp người bán có được khách hàng mới và xây dựng lòng trung thành với thương hiệu.,Khuyến mãi tùy chỉnh theo thương hiệu: Tạo khuyến mãi dành riêng cho khách hàng trung thành,tools
,LNK_065,https://amzn.to/3LwmOp0,https://sell.amazon.vn/thi-truong-bac-my/?ref_=sdvn_soa_nav_SellNA_n,,Hướng dẫn bán hàng tại thị trường Bắc Mỹ,"Hướng dẫn bán hàng tại thị trường Bắc Mỹ với đặc điểm nổi bật về 3 thị trường Hoa Kỳ, Canada, Mexico","Amazon Bắc Mỹ bao gồm ba thị trường là Hoa Kỳ, Canada, Mexico với khả năng tiếp cận gần 500 triệu người mua sắm, sở hữu lượng lớn thành viên Prime*, dịch vụ FBA mạnh mẽ và nguồn lực kinh doanh đa dạng.",market selection
,LNK_066,https://amzn.to/420ABJR,https://sell.amazon.vn/thi-truong-chau-au/?ref_=sdvn_soa_nav_SellEU_n,,Hướng dẫn bán hàng tại thị trường Châu Âu,Amazon đã phủ sóng tổng 6 thị trường tại Châu Âu với hơn 28 trung tâm hoàn thiện đơn hàng.,"Sau khi mở tài khoản tại thị trường Châu Âu, bạn có thể tiến hành kinh doanh tại cả 6 quốc gia chỉ với một 1 tài khoản, vô cùng tiện lợi.",market selection
,LNK_067,https://amzn.to/4suyxIa,https://sell.amazon.vn/dich-vu-van-chuyen-amazon-global-logistics-agl?ld=SOVNSOAFACEBOOK_LOG-AGL_NULL_FP-Post_Launch_2026-01-13,,Dịch vụ phân loại vị trí do người bán quản lý (SMP),Giải pháp từ Amazon Global Logistics cho tuyến biển Việt Nam - Hoa Kỳ giúp phân phối hàng hóa đến 5 khu vực trọng điểm tại Hoa Kỳ mà không phát sinh phí phân loại vị trí hàng nhập FBA.,"Dịch vụ Phân loại vị trí do người bán quản lý (SMP) phân phối hàng tồn kho đến các địa điểm nhận hàng tại năm khu vực chính của Hoa Kỳ mà không phát sinh Phí dịch vụ phân loại vị trí hàng nhập FBA. Mỗi lô hàng phải chứa ít nhất năm thùng carton hoặc pallet giống hệt nhau cho mỗi SKU.
- Miền Tây
- Miền Trung Bắc
- Miền Trung Nam
- Miền Đông Bắc
- Miền Đông Nam
4 LỢI THẾ LỚN dành riêng cho nhà bán hàng:
- Giảm chi phí trực tiếp: Dễ dàng lập kế hoạch gom các lô hàng lẻ (LCL) thành hàng nguyên container (FCL), giúp cân đối khối lượng và tối ưu hóa cước phí vận chuyển.
- Quản lý cực kỳ đơn giản: Mỗi khu vực được chỉ định một trung tâm hoàn thiện đơn hàng ưu tiên, giúp doanh nghiệp chuẩn bị hàng hóa theo kế hoạch ổn định và dễ kiểm soát.
- Tối ưu thời gian giao hàng: Tuyến vận chuyển được tinh gọn qua các cảng lớn, rút ngắn thời gian và hỗ trợ quản lý kho hiệu quả ở cả hai bờ nước M.ỹ.
- Ưu tiên nhập kho: Kho chỉ cách cảng trung bình 55km giúp đảm bảo ưu tiên nhập kho nhanh chóng (không cần mốc thời gian giao hàng DW), kết hợp cùng hệ thống kho dự phòng linh hoạt, không lo tắc nghẽn, nâng cao hiệu suất nhập kho.  ",logistics
,LNK_068,https://amzn.to/46JmrSo,https://sell.amazon.vn/dang-ky-tai-khoan?ld=SOVNSOAFACEBOOK_NSW-AccReg_NULL_FP-Post_SIV-Review-Rejection_2026-03-06,,Hướng dẫn gỡ rối và khôi phục tài khoản khi rớt Xác minh danh tính (SIV),"Hướng dẫn xử lý hồ sơ SIV bị từ chối, giúp nhà bán hàng giảm tỷ lệ rớt hồ sơ, tránh gián đoạn quy trình mở bán và tận dụng tính năng theo dõi trực tiếp trên Seller Central.","Xác minh danh tính (SIV) là bước quan trọng để bảo vệ tài khoản. Việc hồ sơ chưa được chấp nhận là tình huống khá phổ biến và hoàn toàn có thể giải quyết nhanh chóng nếu đi đúng lộ trình. Hiện tại, giao diện Seller Central mới đã cập nhật tính năng theo dõi trạng thái SIV theo thời gian thực giúp nhà bán hàng dễ dàng ""gỡ rối"".

MỘT SỐ THÔNG TIN QUAN TRỌNG:
- Theo dõi trực tiếp tình trạng hồ sơ qua Seller Central từ 2-5 ngày làm việc sau khi thực hiện “Quay/Chụp khuôn mặt”.
- Thực hiện lại quy trình xác minh qua Email hướng dẫn chi tiết nếu vẫn chưa thành công.
- Lưu ý khi gửi kháng cáo:
+ Đảm bảo đã hoàn thiện các bước đăng ký tài khoản trước đó.
+ Cung cấp lý do kinh doanh chính đáng khi hệ thống báo có nhiều tài khoản.",account registration
,LNK_069,https://amzn.to/4lu9Sk7,https://sellercentral.amazon.com/help/hub/reference/external/G200285170,,Tỷ lệ lỗi của đơn hàng (ODR),"Tỷ lệ lỗi của đơn hàng (ODR) là một chỉ số quan trọng về khả năng mang đến trải nghiệm tích cực cho khách hàng của bạn. ODR thể hiện tỷ lệ phần trăm của các đơn hàng với một hoặc nhiều chỉ số về dịch vụ khách hàng không tốt trong khoảng thời gian 60 ngày nhất định. Với 3 thành phần:
- Tỷ lệ phản hồi tiêu cực
- Tỷ lệ khiếu nại từ A – Z
- Tỷ lệ yêu cầu bồi hoàn thẻ tín dụng","Để đáp ứng mong đợi của khách hàng, người bán phải duy trì tỷ lệ ODR dưới 1% để bán hàng tại Amazon Store. Tỷ lệ lỗi của đơn hàng trên 1% có thể dẫn đến hạn chế về các đặc quyền bán hàng của bạn, bao gồm ngừng các ưu đãi tự hoàn thiện đơn hàng.

Nếu ưu đãi tự hoàn thiện đơn hàng của bạn có nguy cơ bị hủy kích hoạt, bạn có thể đủ điều kiện tham gia một bài kiểm tra để tránh việc bị hủy kích hoạt. Đối với người bán đủ điều kiện, tùy chọn này sẽ xuất hiện trong biểu ngữ ở đầu trang Tình trạng tài khoản của bạn. Tại trang đó, bạn sẽ có cơ hội tham gia một bài kiểm tra bao gồm năm câu hỏi liên quan đến chính sách về Tỷ lệ đơn hàng nhận phản hồi tiêu cực. 

Bạn có 72 giờ để hoàn thành bài kiểm tra. Nếu bạn vượt qua bài kiểm tra, bạn sẽ không cần gửi kế hoạch hành động (POA) hoặc thông tin đăng tải của bạn sẽ không bị hủy kích hoạt. Chúng tôi khuyên bạn nên tìm và làm bài kiểm tra bất cứ khi nào có thể, vì đây là cách tốt nhất để duy trì tình trạng tài khoản của bạn.",operation
,LNK_070,https://amzn.to/3Nsrtwd,https://m.media-amazon.com/images/G/01/AGS/SEA/Sponsored_Products_Video_PDF_VN.pdf,,Video Sản phẩm Tài trợ (Sponsored Products video) ,"Video Sản phẩm Tài trợ (Sponsored Products video) là định dạng quảng cáo mới nhất giúp nhà bán hàng tại thị trường Hoa Kỳ tối ưu toàn bộ phễu kinh doanh: Từ thu hút lưu lượng truy cập, tăng tỷ lệ cân nhắc đến bứt phá chuyển đổi nhờ trải nghiệm cá nhân hóa đỉnh cao.","Mẹo tối ưu vận hành cho Nhà bán hàng giúp chiếm lĩnh thị trường từ vạch xuất phát:
- Cá nhân hóa: Tải lên từ 2 - 5 video để hệ thống AI chọn lọc nội dung sát nhất với nhu cầu khách hàng.
- Đồng bộ: Tiêu đề và mô tả cần khớp hoàn toàn với tính năng trong video.
- Thúc đẩy hiển thị: Thiết lập ""Điều chỉnh giá thầu"" (bid adjustment) riêng cho video để tăng khả năng xuất hiện.",ads
,LNK_071,,,,AI Canvas," AI Canvas - “cộng sự” mới giúp nhà bán hàng hiểu & vận hành kinh doanh dễ hơn ngay từ đầu. Phân tích dữ liệu, gợi ý hành động & tự động hóa ngay trên 1 nền tảng trực quan.","Trải nghiệm AI Canvas từ Amazon ngay trên hệ thống Seller Central (Trung tâm nhà bán hàng). Đây là một bảng điều khiển thông minh, giúp nhà bán theo dõi toàn bộ hoạt động kinh doanh và đưa ra quyết định chính xác dựa trên dữ liệu thực tế theo thời gian thực.
Nhà bán đã có tài khoản, khám phá ngay AI Canvas tại: https://sellercentral.amazon.com ",tools
,LNK_072,https://amzn.to/4sgaVG4 ,https://sell.amazon.vn/prime-day-2026?ld=SOVNSOAFACEBOOK_ESM-PrimeDay_NULL_FP-Post_Inventory-Require_2026-04-06,,Prime Day 2026,Lịch gửi hàng vào khi & Đăng ký Deal khuyến mãi,"Nhà bán hàng lưu ý các mốc thời gian quan trọng đưa hàng vào kho Amazon:
- Lên kế hoạch gửi hàng vào kho: Hàng đi đường biển cần khởi hành trước 10/4/2026, hàng đi đường hàng không khởi hành trước ngày 15/5/2026 để kịp các mốc chốt kho FBA cuối tháng 5 và đầu tháng 6
- Đăng ký Khuyến mãi: Gửi Deal ngay trên Seller Central để tối đa hóa doanh số. Với ưu đãi $50 phí trả trước khi lên lịch cho Best Deal hoặc Lightning Deal muộn nhất vào ngày 30/4/2026.​",Prime Day
,LNK_073,,,,Cập nhật thông tin Amazon Global Logistics (AGL) trên Zalo OA,Amazon Global Logistics (AGL) chính thức ra mắt kênh Zalo OA dành riêng cho cộng đồng Nhà bán hàng Việt Nam.,"Nhà bán hàng có thể theo dõi thông tin như:
- Cập nhật trực tiếp lịch tàu, biến động giá cước để bạn luôn đi trước một bước trong kế hoạch kinh doanh.
- Hỗ trợ trực tiếp - Giải đáp thắc mắc về Chuỗi cung ứng toàn cầu.
- Hệ thống hóa kiến thức về thủ tục thông quan và tuân thủ quốc tế, giúp hàng hóa lưu thông thông suốt.
- Đặc quyền đăng ký sớm các buổi Workshop chuyên sâu và kết nối trực tiếp với đội ngũ chuyên gia AGL.",AGL
,LNK_074,https://amzn.to/428mUup,https://sell.amazon.vn/amazon-send?ld=SOVNSOAFACEBOOK_LOG-SEND_NULL_FP-Post_Node-Limitation_2026-04-13,,AMAZON SEND PREFERRED FCs ,"Hỗ trợ Nhà bán hàng giảm đến 17% phí vận chuyển bằng cách hợp nhất nhiều điểm đến (kho FBA) thành nhóm một số kho FBA được chọn lọc riêng biệt, chương trình giúp các nhà bán hàng tiết kiệm chi phí đáng kể nhờ tập trung khối lượng hàng hoá nhanh hơn và tối ưu hóa tuyến đường vận chuyển. Tất cả đều được thực hiện tự động mà không yêu cầu thêm bất kỳ thao tác nào từ phía Nhà bán hàng.  ","Những lợi ích vượt trội dành cho Nhà bán hàng:
- Tiết kiệm lên tới 17% chi phí vận chuyển với mức giá ưu đãi đặc biệt từ Amazon.
- Tuyến vận chuyển đơn giản, giao hàng nhanh chóng và ổn định hơn.
- Hệ thống tự động tối ưu hóa lộ trình thông minh.",logistics
,LNK_075,https://amzn.to/4dA7mXz,https://sell.amazon.vn/dich-vu-kho-bai-va-phan-phoi?ld=SOVNSOAFACEBOOK_LOG-AWD_NULL_FP-Post_Pallet-Promote_2026-04-10,,AWD giới thiệu 2 kho mới ở bờ Tây,"Nhằm hỗ trợ Nhà bán hàng TỐI ƯU HÓA LƯU KHO và PHÂN PHỐI SỐ LƯỢNG LỚN, Dịch vụ Kho bãi và Phân phối của Amazon (AWD) chính thức giới thiệu 2 KHO MỚI tại khu vực Bờ Tây (IUSW và IUTE) ","Siêu ưu đãi hấp dẫn trong năm 2026: 
- Giảm 25% phí xử lý hàng nhập (chỉ còn $1.05/hộp) cho các lô hàng được nhận tại kho IUSW và IUTE. Áp dụng từ nay đến hết ngày 31/12/2026.

Điều kiện áp dụng ưu đãi - Chương trình dành riêng cho các lô hàng lớn đáp ứng một trong hai hình thức gửi hàng sau:
- Đóng Pallet: Áp dụng cho Pallet chứa một mã SKU duy nhất (Single SKU) với chiều cao tối đa 60 inches.
- Floor-loaded Shipment: Lô hàng chứa ít nhất 25 hộp và dưới số lượng SKU tối đa theo quy định.. 

Lưu ý: Chi phí không thay đổi - Cần gửi đủ số lượng SKUs theo yêu cầu - Chỉ chấp nhận hàng số lượng lớn.",AWD
,LNK_076,https://amzn.to/3ORU8eJ,https://sell.amazon.vn/san-sang-cat-canh-tang-truong-toan-cau-2026?ld=SOVNSOAFACEBOOK_EME-RFTO26_NULL_FP-Post_NULL_2026-04-22,,Mega Event 2026,Chính thức khởi động Hội nghị xuất khẩu thương mại điện tử lớn nhất giữa năm 2026,"Amazon Global Selling Việt Nam chính thức mang đến Hội nghị 2026 với chủ đề: SẴN SÀNG CẤT CÁNH - TĂNG TRƯỞNG TOÀN CẦU:
- Thời gian: Ngày 02.06.2026
- Địa điểm: TP. Hồ Chí Minh",Event
6,LNK_077,https://amzn.to/49Ua2MW,https://sell.amazon.vn/dich-vu-kho-bai-va-phan-phoi?ld=SOVNSOAFACEBOOK_LOG-AWD_NULL_FP-Post_South-East-DC-Promotion_2026-06-12,,Chương trình Khuyến mãi Phí Lưu kho AWD IUSR – Khu vực Đông Nam,"Phí lưu kho AWD thấp nhất từ trước đến nay, chỉ $0.41/cubic foot/tháng!
Nhà bán mới gửi hàng đến kho AWD Cowpens, South Carolina (IUSR) tự động giảm 15%, không yêu cầu số lượng tối thiểu.","Khám phá ngay Chương trình Khuyến mãi Phí Lưu kho AWD IUSR – Khu vực Đông Nam: 
⏳ Thời hạn ưu đãi: từ 01/05/2026 - 30/09/2026
🔸NỘI DUNG CHƯƠNG TRÌNH
- Giảm 15% phí lưu kho có thời hạn tại kho AWD ở Cowpens, South Carolina (IUSR).
- Chương trình khuyến mãi với mức phí $0.41/cubic foot/tháng — mức phí lưu kho AWD thấp nhất hiện có.
- Giảm giá được áp dụng tự động cho tất cả các lô hàng inbound trực tiếp đủ điều kiện trong thời gian khuyến mãi.
🔸ƯU ĐÃI ĐẶC BIỆT
- Chỉ cần gửi hàng đến kho IUSR trong thời gian khuyến mãi, phí lưu kho sẽ tự động được giảm
- Không yêu cầu số lượng tối thiểu
- Nếu khách hàng đang dùng AMS (Amazon Managed Service), giảm giá sẽ được CỘNG DỒN trên mức $0.41 – nghĩa là bạn còn được giá TỐT HƠN nữa!
🔸LƯU Ý QUAN TRỌNG
- Chỉ áp dụng cho hàng nhận tại IUSR từ 01/05/2026 trở đi
- Hàng đã lưu kho trước 01/05 không được hưởng ưu đãi
- Sau 30/09/2026, phí sẽ trở về mức chuẩn $0.48/cubic foot/tháng
- Kết hợp được với khuyến mãi Smart Storage & AMS.",AWD
6,LNK_078,https://amzn.to/4on8gdk ,https://sell.amazon.vn/blog/danh-cho-nguoi-moi/so-sanh-tu-hoan-thien-fbm-va-fba?ld=SOVNSOAFACEBOOK_LOG-FBM_NULL_FP-Post_Compare-with-FBA_2026-06-11,,So sánh mô hình Tự hoàn thiện đơn hàng FBM với FBA,Từ mô hình Tự hoàn thiện đơn hàng (FBM) sang mô hình Hoàn thiện đơn hàng bởi Amazon (FBA): 3 Bài học thực tế và bí quyết tăng trưởng doanh số cho Nhà bán hàng mới.,"So sánh mô hình FBM (Tự hoàn thiện đơn hàng) và FBA (Hoàn thiện đơn hàng bởi Amazon), kèm 3 bài học thực tế từ Nhà bán hàng đã chuyển đổi thành công. Giải đáp các mối bận tâm thường gặp khi cân nhắc FBA: chi phí, cách chọn sản phẩm, tính toán khả thi lợi nhuận và vận hành thực tế. Ngoài ra có tổng hợp các ưu đãi dành cho Nhà bán hàng FBA mới. Xem chi tiết đầy đủ tại: https://amzn.to/4on8gdk  ",FBA
6,LNK_079,https://amzn.to/4vrjkc4,https://sell.amazon.vn/blog/phat-trien-kinh-doanh/huong-dan-nang-ty-le-giao-trong-ngay-same-day-delivery?ld=SOVNSOAFACEBOOK_LOG-FBA_NULL_FP-Post_Inventory-Planning_2026-06-22,,Hướng dẫn 4 bước nâng tỷ lệ Giao trong ngày,"Nhằm hỗ trợ Nhà bán hàng TĂNG TỶ LỆ HIỂN THỊ ""GIAO TRONG NGÀY"" và TĂNG DOANH SỐ, Amazon hướng dẫn 4 bước tối ưu tồn kho FBA giúp sản phẩm đạt nhãn Same-day/Next-day Delivery trên Amazon Hoa Kỳ.","Lợi ích chính:
Sản phẩm hiển thị nhãn ""Giao trong ngày/Ngày hôm sau"" có doanh số tăng trung bình 20%. Áp dụng cho thị trường Hoa Kỳ, dựa trên vị trí tồn kho và khoảng cách đến khách hàng.

4 bước thực hiện - Chương trình áp dụng cho tất cả ASIN, ưu tiên nhóm đầu bảng theo doanh số:
- Dự trữ đủ: Duy trì tồn kho trên mức hàng lưu kho tối thiểu (MIL). ASIN đầu bảng (top 20% doanh số) nên đạt 6–8 tuần tồn kho khả dụng tại FBA.
- Bổ sung thường xuyên: Nhập FBA đều đặn, tối thiểu mỗi 3 tuần với ASIN bán chạy. Kết hợp AWD, Amazon SEND/AGL để đảm bảo thời gian giao hàng.
- Nhập kho đúng cách: Ưu tiên Amazon Optimized Split (5 điểm kho khu vực) thay vì Minimal Split (1 kho). Miễn phí Inbound Placement Fee, hàng lên kệ nhanh hơn.
- Theo dõi hàng chính xác: Cung cấp đầy đủ Estimated delivery window và mã tracking để được ưu tiên lịch nhập kho tại Trung tâm hoàn thiện đơn hàng (FC).

Kết quả thực tế - Case study nhà bán hàng phụ kiện điện tử (160+ ASIN):
Tỷ lệ Same-day delivery tăng từ 10% lên 53% trong ~8 tháng, tỷ lệ chuyển đổi tăng 2–4%, coverage tăng 5 lần. Đạt được nhờ phân loại ASIN theo nhóm ưu tiên và giám sát 3 tầng tồn kho toàn chuỗi (FBA in-stock, hàng trên đường, lead time nhà máy VN).

Lưu ý: Không thể ""đăng ký"" nhãn Same-day, hệ thống tự tính theo thời gian thực dựa trên phân bổ tồn kho - Vận chuyển đường biển từ Việt Nam sang Hoa Kỳ mất 5–8 tuần, cần tính ngược kế hoạch nhập hàng trước 10–14 tuần để tránh gián đoạn tồn kho FBA.",INVENTORY
7,LNK_080,https://amzn.to/3D77oq2,https://sell.amazon.vn/dang-ky-tai-khoan/?ld=SOVNSOA2025AWO_Fanpage,https://m.media-amazon.com/images/G/28/AS/AGS/SU/VN_GS_Account_Registration_Guidance_VN.pdf?ref_=sdvn_soa_sell_PDF_h&initialSessionID=357-3863121-6239702&ld=SOVNSOA2025AWO_Fanpage_SDRP_sell_h&pageName=VN%3AAS%3ASOA-dktk,Trợ lý hỗ trợ đăng ký bằng tiếng Việt cho Nhà bán hàng Việt Nam - Onboarding Assistant ,"Cung cấp hỗ trợ được tích hợp Trí tuệ Nhân tạo Tạo sinh (Gen-AI) cho nhà bán hàng mới trong giai đoạn đăng ký. Các câu trả lời được đưa ra theo thời gian thực bằng ngôn ngữ bản địa, cùng hệ thống kiến thức được tinh chỉnh riêng cho nhà bán hàng Việt Nam.","Giảm bớt các khó khăn, trở ngại khi đăng ký. Nhà bán hàng được giải đáp thắc mắc ngay lập tức 24/7 và hoàn thành việc cài đặt nhanh chóng hơn.  

Đối tượng mục tiêu: Các nhà bán hàng mới ở khu vực Châu Á (RoA - Rest of Asia) đang trong giai đoạn đăng ký và thiết lập.  

Hướng dẫn: Sử dụng Trợ lý (OA) trong lúc đăng ký để nhận giải đáp theo thời gian thực và mở khóa sự hỗ trợ từ trung tâm phát triển nhà bán hàng VN.  

Lợi ích chính:
- Hỗ trợ tức thì 24/7 bằng ngôn ngữ bản địa.  
- Hoàn thành quy trình đăng ký nhanh hơn.  
- Tích hợp sẵn kiến thức nền tảng về thị trường khu vực.  

- Điểm khác biệt: Được thiết kế riêng biệt cho giai đoạn đăng ký (phân biệt với Seller Assistant - Trợ lý Người bán dành cho người bán đang hoạt động). Đây là sự kết hợp của Gen AI cùng kiến thức bản địa và khu vực.  

- Chi phí: Miễn phí.",account registration
7,LNK_081,https://amzn.to/3D77oq2,https://sell.amazon.vn/dang-ky-tai-khoan/?ld=SOVNSOA2025AWO_Fanpage,https://m.media-amazon.com/images/G/28/AS/AGS/SU/VN_GS_Account_Registration_Guidance_VN.pdf?ref_=sdvn_soa_sell_PDF_h&initialSessionID=357-3863121-6239702&ld=SOVNSOA2025AWO_Fanpage_SDRP_sell_h&pageName=VN%3AAS%3ASOA-dktk,Cổng Thông tin Thiết lập Tài khoản - Onboarding Lounge,"Cổng thông tin Onboarding Lounge cho phép nhà bán hàng mới hoàn thành các tác vụ thiết lập trọng yếu (ví dụ: Đăng ký Thương hiệu, thuế, đào tạo) song song với quá trình đăng ký tài khoản, tất cả quy về một nơi. Chương trình khởi đầu bằng một bảng khảo sát sơ bộ gồm 3 câu hỏi nhanh, giúp điều hướng nhà bán hàng vào một trung tâm tổng hợp ngay từ những bước đầu tiên.","Nhà bán hàng không cần phải đợi tới khi việc đăng ký hoàn tất mới có thể bắt tay vào các bước thiết lập khác. Mọi quy trình đều chạy song song, giúp họ ra mắt gian hàng nhanh hơn với ít thao tác lặp lại hơn.  

Đối tượng mục tiêu: Nhà bán hàng mới trên thị trường Hoa Kỳ ở giai đoạn bắt đầu luồng đăng ký lần đầu tiên.  

Hướng dẫn: Khởi tạo đăng ký thông qua Onboarding Lounge mới; hoàn thành bảng khảo sát sơ bộ và bắt đầu các tác vụ thiết lập (Đăng ký thương hiệu, Học viện Nhà bán hàng - Seller University) đồng thời với việc đăng ký tài khoản.  

Lợi ích chính cho nhà bán hàng:   
- Tốc độ ra mắt nhanh hơn do các tác vụ thiết lập được chạy song song thay vì phải chờ đợi theo trình tự.  
- Bắt đầu đơn giản hơn thông qua bảng khảo sát sơ bộ 3 câu hỏi thay vì đối mặt ngay với một luồng đăng ký khô khan.  
- Hỗ trợ tại Việt Nam (VN): Đăng ký Thương hiệu (Brand registry) và Học viện Nhà bán hàng (Seller University) có thể truy cập ngay từ ngày đầu.  
- Giữ nguyên quy trình xác minh quen thuộc, nhưng sở hữu giao diện người dùng (UI) gọn gàng và trực quan hơn.  

Điểm khác biệt: Các tài nguyên hỗ trợ thiết lập hiện được nhúng trực tiếp vào luồng đăng ký thay vì cung cấp dưới dạng các bước riêng lẻ sau khi đã đăng ký xong.  

Chi phí: Miễn phí.",account registration
7,LNK_082,https://amzn.to/3D77oq2,https://sell.amazon.vn/dang-ky-tai-khoan/?ld=SOVNSOA2025AWO_Fanpage,https://m.media-amazon.com/images/G/28/AS/AGS/SU/VN_GS_Account_Registration_Guidance_VN.pdf?ref_=sdvn_soa_sell_PDF_h&initialSessionID=357-3863121-6239702&ld=SOVNSOA2025AWO_Fanpage_SDRP_sell_h&pageName=VN%3AAS%3ASOA-dktk,Tái sử dụng Giấy phép Kinh doanh - Business License Reuse,Tính năng Tái sử dụng Giấy phép Kinh doanh cho phép các nhà bán hàng theo mô hình doanh nghiệp sử dụng lại Giấy phép Kinh doanh (Business License - BL) đã nộp ở bước Xác minh Danh tính Doanh nghiệp (BIV) để đáp ứng luôn yêu cầu Xác minh Địa chỉ (AV) và Xác minh Người liên hệ chính/Thư ủy quyền (LOA). Nhà bán hàng không cần phải tải lên các tài liệu riêng biệt cho từng bước. Trải nghiệm nộp tài liệu duy nhất này giúp quá trình xác minh trở nên tinh gọn.,"Trước đây, nhà bán hàng doanh nghiệp phải nộp ba tài liệu riêng biệt cho BIV, AV và LOA, gây ra nhiều trở ngại và khiến họ bỏ cuộc trước khi quy trình SIV được kích hoạt. Tính năng này giúp loại bỏ việc tải lên chứng từ trùng lặp và lần đầu tiên chấp nhận Giấy phép Kinh doanh như một tài liệu LOA hợp lệ.  

Đối tượng mục tiêu: Các nhà bán hàng là doanh nghiệp trên thị trường Hoa Kỳ đang trong quá trình đăng ký tài khoản, cụ thể là ở giai đoạn xác minh danh tính và thông tin doanh nghiệp.  

Hướng dẫn: Khi được yêu cầu cung cấp địa chỉ doanh nghiệp và thông tin người liên hệ chính, hãy chọn ""Có"" để xác nhận rằng các chi tiết đã có sẵn trong Giấy phép Kinh doanh, từ đó bỏ qua bước tải lại tài liệu cho AV và LOA.  

Lợi ích chính cho nhà bán hàng:   
Nộp ít tài liệu hơn; một Giấy phép Kinh doanh có thể bao trọn cả yêu cầu cho BIV, AV và LOA.  
Linh hoạt hơn khi Giấy phép Kinh doanh hiện được chấp nhận làm tài liệu LOA hợp lệ.  
Đăng ký nhanh hơn vì số lượng tài liệu bắt buộc phải tải lên trước khi SIV kích hoạt đã giảm bớt.  
Trải nghiệm gọn gàng, trực quan hơn do mọi thủ tục nộp tài liệu được hợp nhất tại trang Tóm tắt Tài liệu.  

Điểm khác biệt: Đây là một cải tiến đáng kể về cơ sở hạ tầng xác minh. Lần đầu tiên, Giấy phép Kinh doanh được chấp nhận làm tài liệu LOA hợp lệ và chứng từ được tự động tái sử dụng cho các bước xác minh thay vì phải yêu cầu tải lại.  

Chi phí: Miễn phí.",account registration
